Nome Parlamentar;Partido;UF;Titular/Suplente/Efetivado;Endereço;Anexo;Endereço (continuação);Gabinete;Endereço (complemento);Telefone;Fax;Mês Aniversário;Dia Aniversário;Correio Eletrônico;Nome sem Acento;Tratamento;Nome Civil
Silvia Waiãpi;PL;AP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;333;Brasília - DF - CEP 70160-900;3215-5333;3215-2333;08;29;dep.silviawaiapi@camara.leg.br;Silvia Waiapi;Exma. Senhora Deputada;SILVIA NOBRE LOPES
Silvye Alves;UNIÃO;GO;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;850;Brasília - DF - CEP 70160-900;3215-5850;3215-2850;11;08;dep.silvyealves@camara.leg.br;Silvye Alves;Exma. Senhora Deputada;SILVYE ALVES DA SILVA
Simone Marquetto;MDB;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;834;Brasília - DF - CEP 70160-900;3215-5834;3215-2834;09;20;dep.simonemarquetto@camara.leg.br;Simone Marquetto;Exma. Senhora Deputada;SIMONE APARECIDA CURRALADAS DOS SANTOS
Socorro Neri;PP;AC;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;342;Brasília - DF - CEP 70160-900;3215-5342;3215-2342;05;19;dep.socorroneri@camara.leg.br;Socorro Neri;Exma. Senhora Deputada;MARIA DO SOCORRO NERI MEDEIROS DE SOUZA
Sonize Barbosa;PL;AP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;542;Brasília - DF - CEP 70160-900;3215-5542;3215-2542;05;12;dep.sonizebarbosa@camara.leg.br;Sonize Barbosa;Exma. Senhora Deputada;SONIZE PIMENTEL DOS SANTOS BARBOSA
Soraya Santos;PL;RJ;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;324;Brasília - DF - CEP 70160-900;3215-5324;3215-2324;12;04;dep.sorayasantos@camara.leg.br;Soraya Santos;Exma. Senhora Deputada;SORAYA ALENCAR DOS SANTOS
Sóstenes Cavalcante;PL;RJ;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;560;Brasília - DF - CEP 70160-900;3215-5560;3215-2560;01;16;dep.sostenescavalcante@camara.leg.br;Sostenes Cavalcante;Exmo. Senhor Deputado;SOSTENES SILVA CAVALCANTE
Stefano Aguiar;PSD;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;341;Brasília - DF - CEP 70160-900;3215-5341;3215-2341;03;03;dep.stefanoaguiar@camara.leg.br;Stefano Aguiar;Exmo. Senhor Deputado;STEFANO AGUIAR DOS SANTOS
Tabata Amaral;PSB;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;848;Brasília - DF - CEP 70160-900;3215-5848;3215-2848;11;14;dep.tabataamaral@camara.leg.br;Tabata Amaral;Exma. Senhora Deputada;TABATA CLAUDIA AMARAL DE PONTES
Tadeu Oliveira;PL;CE;S;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;807;Brasília - DF - CEP 70160-900;3215-5807;3215-2807;10;25;dep.tadeuoliveira@camara.leg.br;Tadeu Oliveira;Exmo. Senhor Deputado;TADEU MAGELA DE OLIVEIRA
Tadeu Veneri;PT;PR;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;952;Brasília - DF - CEP 70160-900;3215-5952;3215-2952;02;10;dep.tadeuveneri@camara.leg.br;Tadeu Veneri;Exmo. Senhor Deputado;ANTONIO TADEU VENERI
Talíria Petrone;PSOL;RJ;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;131;Brasília - DF - CEP 70160-900;3215-5131;3215-2131;04;09;dep.taliriapetrone@camara.leg.br;Taliria Petrone;Exma. Senhora Deputada;TALIRIA PETRONE SOARES
Tarcísio Motta;PSOL;RJ;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;413;Brasília - DF - CEP 70160-900;3215-5413;3215-2413;01;28;dep.tarcisiomotta@camara.leg.br;Tarcisio Motta;Exmo. Senhor Deputado;TARCISIO MOTTA DE CARVALHO
Thiago de Joaldo;PP;SE;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;128;Brasília - DF - CEP 70160-900;3215-5128;3215-2128;06;20;dep.thiagodejoaldo@camara.leg.br;Thiago de Joaldo;Exmo. Senhor Deputado;JOSE THIAGO ALVES DE CARVALHO
Thiago Flores;REPUBLICANOS;RO;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;437;Brasília - DF - CEP 70160-900;3215-5437;3215-2437;07;03;dep.thiagoflores@camara.leg.br;Thiago Flores;Exmo. Senhor Deputado;THIAGO LEITE FLORES PEREIRA
Tião Medeiros;PP;PR;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;917;Brasília - DF - CEP 70160-900;3215-5917;3215-2917;01;08;dep.tiaomedeiros@camara.leg.br;Tiao Medeiros;Exmo. Senhor Deputado;SEBASTIÃO HENRIQUE DE MEDEIROS
Tiririca;PL;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;404;Brasília - DF - CEP 70160-900;3215-5404;3215-2404;05;01;dep.tiririca@camara.leg.br;Tiririca;Exmo. Senhor Deputado;FRANCISCO EVERARDO TIRIRICA OLIVEIRA SILVA
Toninho Wandscheer;PP;PR;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;902;Brasília - DF - CEP 70160-900;3215-5902;3215-2902;08;31;dep.toninhowandscheer@camara.leg.br;Toninho Wandscheer;Exmo. Senhor Deputado;ANTONIO WANDSCHEER
Túlio Gadêlha;REDE;PE;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;360;Brasília - DF - CEP 70160-900;3215-5360;3215-2360;11;12;dep.tuliogadelha@camara.leg.br;Tulio Gadelha;Exmo. Senhor Deputado;TÚLIO GADÊLHA SALES DE MELO
Valmir Assunção;PT;BA;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;887;Brasília - DF - CEP 70160-900;3215-5887;3215-2887;12;17;dep.valmirassuncao@camara.leg.br;Valmir Assuncao;Exmo. Senhor Deputado;VALMIR CARLOS DA ASSUNÇÃO
Vander Loubet;PT;MS;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;838;Brasília - DF - CEP 70160-900;3215-5838;3215-2838;01;22;dep.vanderloubet@camara.leg.br;Vander Loubet;Exmo. Senhor Deputado;VANDER LUIZ DOS SANTOS LOUBET
Vermelho;PL;PR;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;920;Brasília - DF - CEP 70160-900;3215-5920;3215-2920;03;01;dep.vermelho@camara.leg.br;Vermelho;Exmo. Senhor Deputado;NELSI COGUETTO MARIA
Vicentinho;PT;SP;S;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;684;Brasília - DF - CEP 70160-900;3215-5684;3215-2684;04;08;dep.vicentinho@camara.leg.br;Vicentinho;Exmo. Senhor Deputado;VICENTE PAULO DA SILVA
Vicentinho Júnior;PP;TO;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;204;Brasília - DF - CEP 70160-900;3215-5204;3215-2204;04;11;dep.vicentinhojunior@camara.leg.br;Vicentinho Junior;Exmo. Senhor Deputado;VICENTE ALVES DE OLIVEIRA JUNIOR
Vinicius Carvalho;REPUBLICANOS;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;356;Brasília - DF - CEP 70160-900;3215-5356;3215-2356;01;07;dep.viniciuscarvalho@camara.leg.br;Vinicius Carvalho;Exmo. Senhor Deputado;VINICIUS RAPOZO DE CARVALHO
Vinicius Gurgel;PL;AP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;852;Brasília - DF - CEP 70160-900;3215-5852;3215-2852;07;31;dep.viniciusgurgel@camara.leg.br;Vinicius Gurgel;Exmo. Senhor Deputado;VINICIUS DE AZEVEDO GURGEL
Vitor Lippi;PSDB;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;823;Brasília - DF - CEP 70160-900;3215-5823;3215-2823;05;18;dep.vitorlippi@camara.leg.br;Vitor Lippi;Exmo. Senhor Deputado;VITOR LIPPI
Waldemar Oliveira;AVANTE;PE;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;225;Brasília - DF - CEP 70160-900;3215-5225;3215-2225;11;29;dep.waldemaroliveira@camara.leg.br;Waldemar Oliveira;Exmo. Senhor Deputado;WALDEMAR DE ANDRADA IGNÁCIO DE OLIVEIRA
Waldenor Pereira;PT;BA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;954;Brasília - DF - CEP 70160-900;3215-5954;3215-2954;03;08;dep.waldenorpereira@camara.leg.br;Waldenor Pereira;Exmo. Senhor Deputado;WALDENOR ALVES PEREIRA FILHO
Weliton Prado;SOLIDARIEDADE;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;250;Brasília - DF - CEP 70160-900;3215-5250;3215-2250;08;24;dep.welitonprado@camara.leg.br;Weliton Prado;Exmo. Senhor Deputado;WELITON FERNANDES PRADO
Wellington Roberto;PL;PB;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;514;Brasília - DF - CEP 70160-900;3215-5514;3215-2514;05;19;dep.wellingtonroberto@camara.leg.br;Wellington Roberto;Exmo. Senhor Deputado;JOSÉ WELLINGTON ROBERTO
Welter;PT;PR;E;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;303;Brasília - DF - CEP 70160-900;3215-5303;3215-2303;11;23;dep.welter@camara.leg.br;Welter;Exmo. Senhor Deputado;ELTON CARLOS WELTER
Wilson Santiago;REPUBLICANOS;PB;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;534;Brasília - DF - CEP 70160-900;3215-5534;3215-2534;06;10;dep.wilsonsantiago@camara.leg.br;Wilson Santiago;Exmo. Senhor Deputado;JOSÉ WILSON SANTIAGO
Yandra Moura;UNIÃO;SE;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;475;Brasília - DF - CEP 70160-900;3215-5475;3215-2475;04;25;dep.yandramoura@camara.leg.br;Yandra Moura;Exma. Senhora Deputada;YANDRA BARRETO FERREIRA
Yury do Paredão;MDB;CE;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;545;Brasília - DF - CEP 70160-900;3215-5545;3215-2545;05;31;dep.yurydoparedao@camara.leg.br;Yury do Paredao;Exmo. Senhor Deputado;YURY BRUNO ALENCAR ARAUJO
Zé Adriano;PP;AC;E;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;301;Brasília - DF - CEP 70160-900;3215-5301;3215-2301;03;18;dep.zeadriano@camara.leg.br;Ze Adriano;Exmo. Senhor Deputado;JOSE ADRIANO RIBEIRO DA SILVA
Zé Haroldo Cathedral;PSD;RR;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;782;Brasília - DF - CEP 70160-900;3215-5782;3215-2782;03;22;dep.zeharoldocathedral@camara.leg.br;Ze Haroldo Cathedral;Exmo. Senhor Deputado;JOSÉ HAROLDO FIGUEIREDO CAMPOS
Zé Neto;PT;BA;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;986;Brasília - DF - CEP 70160-900;3215-5986;3215-2986;03;30;dep.zeneto@camara.leg.br;Ze Neto;Exmo. Senhor Deputado;JOSÉ CERQUEIRA DE SANTANA NETO
Zé Silva;SOLIDARIEDADE;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;608;Brasília - DF - CEP 70160-900;3215-5608;3215-2608;05;11;dep.zesilva@camara.leg.br;Ze Silva;Exmo. Senhor Deputado;JOSÉ SILVA SOARES
Zé Trovão;PL;SC;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;921;Brasília - DF - CEP 70160-900;3215-5921;3215-2921;07;22;dep.zetrovao@camara.leg.br;Ze Trovao;Exmo. Senhor Deputado;MARCOS ANTONIO PEREIRA GOMES
Zé Vitor;PL;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;525;Brasília - DF - CEP 70160-900;3215-5525;3215-2525;11;01;dep.zevitor@camara.leg.br;Ze Vitor;Exmo. Senhor Deputado;JOSE VITOR DE RESENDE AGUIAR
Zeca Dirceu;PT;PR;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;613;Brasília - DF - CEP 70160-900;3215-5613;3215-2613;06;21;dep.zecadirceu@camara.leg.br;Zeca Dirceu;Exmo. Senhor Deputado;JOSÉ CARLOS BECKER DE OLIVEIRA E SILVA
Zezinho Barbary;PP;AC;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;239;Brasília - DF - CEP 70160-900;3215-5239;3215-2239;05;28;dep.zezinhobarbary@camara.leg.br;Zezinho Barbary;Exmo. Senhor Deputado;JOSÉ ESTEPHAN AMORIM BARBARY FILHO
Zucco;PL;RS;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;962;Brasília - DF - CEP 70160-900;3215-5962;3215-2962;03;09;dep.zucco@camara.leg.br;Zucco;Exmo. Senhor Deputado;LUCIANO LORENZINI ZUCCO
